,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
0,Anhui,Mainland China,1/22/2020 17:00,1.0,,,,
1,Beijing,Mainland China,1/22/2020 17:00,14.0,,,,
2,Chongqing,Mainland China,1/22/2020 17:00,6.0,,,,
3,Fujian,Mainland China,1/22/2020 17:00,1.0,,,,
4,Gansu,Mainland China,1/22/2020 17:00,,,,,
5,Guangdong,Mainland China,1/22/2020 17:00,26.0,,,,
6,Guangxi,Mainland China,1/22/2020 17:00,2.0,,,,
7,Guizhou,Mainland China,1/22/2020 17:00,1.0,,,,
8,Hainan,Mainland China,1/22/2020 17:00,4.0,,,,
9,Hebei,Mainland China,1/22/2020 17:00,1.0,,,,
10,Heilongjiang,Mainland China,1/22/2020 17:00,,,,,
11,Henan,Mainland China,1/22/2020 17:00,5.0,,,,
12,Hong Kong,Hong Kong,1/22/2020 17:00,,,,,
13,Hubei,Mainland China,1/22/2020 17:00,444.0,17.0,28.0,,
14,Hunan,Mainland China,1/22/2020 17:00,4.0,,,,
15,Inner Mongolia,Mainland China,1/22/2020 17:00,,,,,
16,Jiangsu,Mainland China,1/22/2020 17:00,1.0,,,,
17,Jiangxi,Mainland China,1/22/2020 17:00,2.0,,,,
18,Jilin,Mainland China,1/22/2020 17:00,,,,,
19,Liaoning,Mainland China,1/22/2020 17:00,2.0,,,,
20,Macau,Macau,1/22/2020 17:00,1.0,,,,
21,Ningxia,Mainland China,1/22/2020 17:00,1.0,,,,
22,Qinghai,Mainland China,1/22/2020 17:00,,,,,
23,Shaanxi,Mainland China,1/22/2020 17:00,,,,,
24,Shandong,Mainland China,1/22/2020 17:00,2.0,,,,
25,Shanghai,Mainland China,1/22/2020 17:00,9.0,,,,
26,Shanxi,Mainland China,1/22/2020 17:00,1.0,,,,
27,Sichuan,Mainland China,1/22/2020 17:00,5.0,,,,
28,Taiwan,Taiwan,1/22/2020 17:00,1.0,,,,
29,Tianjin,Mainland China,1/22/2020 17:00,4.0,,,,
30,Tibet,Mainland China,1/22/2020 17:00,,,,,
31,Washington,US,1/22/2020 17:00,1.0,,,,
32,Xinjiang,Mainland China,1/22/2020 17:00,,,,,
33,Yunnan,Mainland China,1/22/2020 17:00,1.0,,,,
34,Zhejiang,Mainland China,1/22/2020 17:00,10.0,,,,
35,,Japan,1/22/2020 17:00,2.0,,,,
36,,Thailand,1/22/2020 17:00,2.0,,,,
37,,South Korea,1/22/2020 17:00,1.0,,,,
38,Anhui,Mainland China,1/23/20 17:00,9.0,,,,
39,Beijing,Mainland China,1/23/20 17:00,22.0,,,,
40,Chongqing,Mainland China,1/23/20 17:00,9.0,,,,
41,Fujian,Mainland China,1/23/20 17:00,5.0,,,,
42,Gansu,Mainland China,1/23/20 17:00,2.0,,,,
43,Guangdong,Mainland China,1/23/20 17:00,32.0,,2.0,,
44,Guangxi,Mainland China,1/23/20 17:00,5.0,,,,
45,Guizhou,Mainland China,1/23/20 17:00,3.0,,,,
46,Hainan,Mainland China,1/23/20 17:00,5.0,,,,
47,Hebei,Mainland China,1/23/20 17:00,1.0,1.0,,,
48,Heilongjiang,Mainland China,1/23/20 17:00,2.0,,,,
49,Henan,Mainland China,1/23/20 17:00,5.0,,,,
50,Hong Kong,Hong Kong,1/23/20 17:00,2.0,,,,
51,Hubei,Mainland China,1/23/20 17:00,444.0,17.0,28.0,,
52,Hunan,Mainland China,1/23/20 17:00,9.0,,,,
53,Inner Mongolia,Mainland China,1/23/20 17:00,,,,,
54,Jiangsu,Mainland China,1/23/20 17:00,5.0,,,,
55,Jiangxi,Mainland China,1/23/20 17:00,7.0,,,,
56,Jilin,Mainland China,1/23/20 17:00,1.0,,,,
57,Liaoning,Mainland China,1/23/20 17:00,3.0,,,,
58,Macau,Macau,1/23/20 17:00,2.0,,,,
59,Ningxia,Mainland China,1/23/20 17:00,1.0,,,,
60,Qinghai,Mainland China,1/23/20 17:00,,,,,
61,Shaanxi,Mainland China,1/23/20 17:00,3.0,,,,
62,Shandong,Mainland China,1/23/20 17:00,6.0,,,,
63,Shanghai,Mainland China,1/23/20 17:00,16.0,,,,
64,Shanxi,Mainland China,1/23/20 17:00,1.0,,,,
65,Sichuan,Mainland China,1/23/20 17:00,8.0,,,,
66,Taiwan,Taiwan,1/23/20 17:00,1.0,,,,
67,Tianjin,Mainland China,1/23/20 17:00,4.0,,,,
68,Tibet,Mainland China,1/23/20 17:00,,,,,
69,Washington,US,1/23/20 17:00,1.0,,,,
70,Xinjiang,Mainland China,1/23/20 17:00,2.0,,,,
71,Yunnan,Mainland China,1/23/20 17:00,2.0,,,,
72,Zhejiang,Mainland China,1/23/20 17:00,27.0,,,,
73,,Japan,1/23/20 17:00,1.0,,,,
74,,Thailand,1/23/20 17:00,3.0,,,,
75,,South Korea,1/23/20 17:00,1.0,,,,
76,,Singapore,1/23/20 17:00,1.0,,,,
77,,Philippines,1/23/20 17:00,,,,,
78,,Malaysia,1/23/20 17:00,,,,,
79,,Vietnam,1/23/20 17:00,2.0,,,,
80,,Australia,1/23/20 17:00,,,,,
81,,Mexico,1/23/20 17:00,,,,,
82,,Brazil,1/23/20 17:00,,,,,
83,,Colombia,1/23/20 17:00,,,,,
84,Hubei,Mainland China,1/24/20 17:00,549.0,24.0,31.0,,
85,Guangdong,Mainland China,1/24/20 17:00,53.0,,2.0,,
86,Zhejiang,Mainland China,1/24/20 17:00,43.0,,1.0,,
87,Beijing,Mainland China,1/24/20 17:00,36.0,,1.0,,
88,Chongqing,Mainland China,1/24/20 17:00,27.0,,,,
89,Hunan,Mainland China,1/24/20 17:00,24.0,,,,
90,Guangxi,Mainland China,1/24/20 17:00,23.0,,,,
91,Shanghai,Mainland China,1/24/20 17:00,20.0,,1.0,,
92,Jiangxi,Mainland China,1/24/20 17:00,18.0,,,,
93,Sichuan,Mainland China,1/24/20 17:00,15.0,,,,
94,Shandong,Mainland China,1/24/20 17:00,15.0,,,,
95,Anhui,Mainland China,1/24/20 17:00,15.0,,,,
96,Fujian,Mainland China,1/24/20 17:00,10.0,,,,
97,Henan,Mainland China,1/24/20 17:00,9.0,,,,
98,Jiangsu,Mainland China,1/24/20 17:00,9.0,,,,
99,Hainan,Mainland China,1/24/20 17:00,8.0,,,,
100,Tianjin,Mainland China,1/24/20 17:00,8.0,,,,
101,Yunnan,Mainland China,1/24/20 17:00,5.0,,,,
102,Shaanxi,Mainland China,1/24/20 17:00,5.0,,,,
103,Heilongjiang,Mainland China,1/24/20 17:00,4.0,1.0,,,
104,Liaoning,Mainland China,1/24/20 17:00,4.0,,,,
105,Guizhou,Mainland China,1/24/20 17:00,3.0,,,,
106,Jilin,Mainland China,1/24/20 17:00,3.0,,,,
107,Taiwan,Taiwan,1/24/20 17:00,3.0,,,,
108,Ningxia,Mainland China,1/24/20 17:00,2.0,,,,
109,Hong Kong,Hong Kong,1/24/20 17:00,2.0,,,,
110,Macau,Macau,1/24/20 17:00,2.0,,,,
111,Hebei,Mainland China,1/24/20 17:00,2.0,1.0,,,
112,Gansu,Mainland China,1/24/20 17:00,2.0,,,,
113,Xinjiang,Mainland China,1/24/20 17:00,2.0,,,,
114,Shanxi,Mainland China,1/24/20 17:00,1.0,,,,
115,Inner Mongolia,Mainland China,1/24/20 17:00,1.0,,,,
116,Qinghai,Mainland China,1/24/20 17:00,,,,,
117,Washington,US,1/24/20 17:00,1.0,,,,
118,Chicago,US,1/24/20 17:00,1.0,,,,
119,,Japan,1/24/20 17:00,2.0,,,,
120,,Thailand,1/24/20 17:00,5.0,,,,
121,,South Korea,1/24/20 17:00,2.0,,,,
122,,Singapore,1/24/20 17:00,3.0,,,,
123,,Vietnam,1/24/20 17:00,2.0,,,,
124,,France,1/24/20 17:00,2.0,,,,
125,Hubei,Mainland China,1/25/20 17:00,761.0,40.0,32.0,,
126,Guangdong,Mainland China,1/25/20 17:00,78.0,,2.0,,
127,Zhejiang,Mainland China,1/25/20 17:00,62.0,,1.0,,
128,Chongqing,Mainland China,1/25/20 17:00,57.0,,,,
129,Hunan,Mainland China,1/25/20 17:00,43.0,,,,
130,Beijing,Mainland China,1/25/20 17:00,41.0,,2.0,,
131,Anhui,Mainland China,1/25/20 17:00,39.0,,,,
132,Shanghai,Mainland China,1/25/20 17:00,33.0,,1.0,,
133,Henan,Mainland China,1/25/20 17:00,32.0,,,,
134,Sichuan,Mainland China,1/25/20 17:00,28.0,,,,
135,Shandong,Mainland China,1/25/20 17:00,27.0,,,,
136,Guangxi,Mainland China,1/25/20 17:00,23.0,,,,
137,Hainan,Mainland China,1/25/20 17:00,19.0,,,,
138,Jiangxi,Mainland China,1/25/20 17:00,18.0,,,,
139,Fujian,Mainland China,1/25/20 17:00,18.0,,,,
140,Jiangsu,Mainland China,1/25/20 17:00,18.0,,1.0,,
141,Liaoning,Mainland China,1/25/20 17:00,17.0,,,,
142,Shaanxi,Mainland China,1/25/20 17:00,15.0,,,,
143,Yunnan,Mainland China,1/25/20 17:00,11.0,,,,
144,Tianjin,Mainland China,1/25/20 17:00,10.0,,,,
145,Heilongjiang,Mainland China,1/25/20 17:00,9.0,1.0,,,
146,Hebei,Mainland China,1/25/20 17:00,8.0,1.0,,,
147,Inner Mongolia,Mainland China,1/25/20 17:00,7.0,,,,
148,Shanxi,Mainland China,1/25/20 17:00,6.0,,,,
149,Hong Kong,Hong Kong,1/25/20 17:00,5.0,,,,
150,Guizhou,Mainland China,1/25/20 17:00,4.0,,,,
151,Jilin,Mainland China,1/25/20 17:00,4.0,,,,
152,Gansu,Mainland China,1/25/20 17:00,4.0,,,,
153,Ningxia,Mainland China,1/25/20 17:00,3.0,,,,
154,Taiwan,Taiwan,1/25/20 17:00,3.0,,,,
155,Xinjiang,Mainland China,1/25/20 17:00,3.0,,,,
156,Macau,Macau,1/25/20 17:00,2.0,,,,
157,Qinghai,Mainland China,1/25/20 17:00,1.0,,,,
158,Washington,US,1/25/20 17:00,1.0,,,,
159,Illinois,US,1/25/20 17:00,1.0,,,,
160,,Japan,1/25/20 17:00,2.0,,,,
161,,Thailand,1/25/20 17:00,7.0,,,,
162,,South Korea,1/25/20 17:00,2.0,,,,
163,,Singapore,1/25/20 17:00,3.0,,,,
164,,Vietnam,1/25/20 17:00,2.0,,,,
165,,France,1/25/20 17:00,3.0,,,,
166,,Australia,1/25/20 17:00,4.0,,,,
167,,Nepal,1/25/20 17:00,1.0,,,,
168,,Malaysia,1/25/20 17:00,3.0,,,,
169,Hubei,Mainland China,1/26/20 16:00,1058.0,52.0,42.0,,
170,Guangdong,Mainland China,1/26/20 16:00,111.0,,2.0,,
171,Zhejiang,Mainland China,1/26/20 16:00,104.0,,1.0,,
172,Henan,Mainland China,1/26/20 16:00,83.0,1.0,,,
173,Chongqing,Mainland China,1/26/20 16:00,75.0,,,,
174,Hunan,Mainland China,1/26/20 16:00,69.0,,,,
175,Beijing,Mainland China,1/26/20 16:00,68.0,,2.0,,
176,Anhui,Mainland China,1/26/20 16:00,60.0,,,,
177,Shandong,Mainland China,1/26/20 16:00,46.0,,,,
178,Sichuan,Mainland China,1/26/20 16:00,44.0,,,,
179,Shanghai,Mainland China,1/26/20 16:00,40.0,1.0,1.0,,
180,Guangxi,Mainland China,1/26/20 16:00,36.0,,,,
181,Jiangxi,Mainland China,1/26/20 16:00,36.0,,,,
182,Fujian,Mainland China,1/26/20 16:00,35.0,,,,
183,Jiangsu,Mainland China,1/26/20 16:00,33.0,,1.0,,
184,Hainan,Mainland China,1/26/20 16:00,22.0,,,,
185,Shaanxi,Mainland China,1/26/20 16:00,22.0,,,,
186,Liaoning,Mainland China,1/26/20 16:00,21.0,,,,
187,Yunnan,Mainland China,1/26/20 16:00,16.0,,,,
188,Heilongjiang,Mainland China,1/26/20 16:00,15.0,1.0,,,
189,Tianjin,Mainland China,1/26/20 16:00,14.0,,,,
190,Hebei,Mainland China,1/26/20 16:00,13.0,1.0,,,
191,Shanxi,Mainland China,1/26/20 16:00,9.0,,,,
192,Hong Kong,Hong Kong,1/26/20 16:00,8.0,,,,
193,Inner Mongolia,Mainland China,1/26/20 16:00,7.0,,,,
194,Gansu,Mainland China,1/26/20 16:00,7.0,,,,
195,Guizhou,Mainland China,1/26/20 16:00,5.0,,,,
196,Macau,Macau,1/26/20 16:00,5.0,,,,
197,Ningxia,Mainland China,1/26/20 16:00,4.0,,,,
198,Jilin,Mainland China,1/26/20 16:00,4.0,,,,
199,Taiwan,Taiwan,1/26/20 16:00,4.0,,,,
200,Xinjiang,Mainland China,1/26/20 16:00,4.0,,,,
201,Qinghai,Mainland China,1/26/20 16:00,1.0,,,,
202,Washington,US,1/26/20 16:00,1.0,,,,
203,Illinois,US,1/26/20 16:00,1.0,,,,
204,California,US,1/26/20 16:00,2.0,,,,
205,Arizona,US,1/26/20 16:00,1.0,,,,
206,,Japan,1/26/20 16:00,4.0,,1.0,,
207,,Thailand,1/26/20 16:00,8.0,,2.0,,
208,,South Korea,1/26/20 16:00,3.0,,,,
209,,Singapore,1/26/20 16:00,4.0,,,,
210,,Vietnam,1/26/20 16:00,2.0,,,,
211,,France,1/26/20 16:00,3.0,,,,
212,,Australia,1/26/20 16:00,4.0,,,,
213,,Nepal,1/26/20 16:00,1.0,,,,
214,,Malaysia,1/26/20 16:00,4.0,,,,
215,Ontario,Canada,1/26/20 16:00,1.0,,,,
216,Hubei,Mainland China,1/27/20 23:59,1423.0,76.0,45.0,,
217,Guangdong,Mainland China,1/27/20 23:59,151.0,,4.0,,
218,Zhejiang,Mainland China,1/27/20 23:59,128.0,,1.0,,
219,Henan,Mainland China,1/27/20 23:59,128.0,1.0,,,
220,Chongqing,Mainland China,1/27/20 23:59,110.0,,,,
221,Hunan,Mainland China,1/27/20 23:59,100.0,,,,
222,Beijing,Mainland China,1/27/20 23:59,80.0,1.0,2.0,,
223,Shandong,Mainland China,1/27/20 23:59,75.0,,,,
224,Jiangxi,Mainland China,1/27/20 23:59,72.0,,2.0,,
225,Anhui,Mainland China,1/27/20 23:59,70.0,,,,
226,Sichuan,Mainland China,1/27/20 23:59,69.0,,,,
227,Fujian,Mainland China,1/27/20 23:59,59.0,,,,
228,Shanghai,Mainland China,1/27/20 23:59,53.0,1.0,3.0,,
229,Jiangsu,Mainland China,1/27/20 23:59,47.0,,1.0,,
230,Guangxi,Mainland China,1/27/20 23:59,46.0,,,,
231,Shaanxi,Mainland China,1/27/20 23:59,35.0,,,,
232,Hainan,Mainland China,1/27/20 23:59,33.0,1.0,,,
233,Liaoning,Mainland China,1/27/20 23:59,27.0,,,,
234,Yunnan,Mainland China,1/27/20 23:59,26.0,,,,
235,Tianjin,Mainland China,1/27/20 23:59,23.0,,,,
236,Heilongjiang,Mainland China,1/27/20 23:59,21.0,1.0,,,
237,Hebei,Mainland China,1/27/20 23:59,18.0,1.0,,,
238,Gansu,Mainland China,1/27/20 23:59,14.0,,,,
239,Shanxi,Mainland China,1/27/20 23:59,13.0,,,,
240,Inner Mongolia,Mainland China,1/27/20 23:59,11.0,,,,
241,Hong Kong,Hong Kong,1/27/20 23:59,8.0,,,,
242,Guizhou,Mainland China,1/27/20 23:59,7.0,,,,
243,Ningxia,Mainland China,1/27/20 23:59,7.0,,,,
244,Jilin,Mainland China,1/27/20 23:59,6.0,,,,
245,Macau,Macau,1/27/20 23:59,6.0,,,,
246,Qinghai,Mainland China,1/27/20 23:59,6.0,,,,
247,Taiwan,Taiwan,1/27/20 23:59,5.0,,,,
248,Xinjiang,Mainland China,1/27/20 23:59,5.0,,,,
249,Washington,US,1/27/20 23:59,1.0,,,,
250,Illinois,US,1/27/20 23:59,1.0,,,,
251,California,US,1/27/20 23:59,2.0,,,,
252,Arizona,US,1/27/20 23:59,1.0,,,,
253,,Japan,1/27/20 23:59,4.0,,1.0,,
254,,Thailand,1/27/20 23:59,8.0,,2.0,,
255,,South Korea,1/27/20 23:59,4.0,,,,
256,,Singapore,1/27/20 23:59,5.0,,,,
257,,Vietnam,1/27/20 23:59,2.0,,,,
258,,France,1/27/20 23:59,3.0,,,,
259,,Nepal,1/27/20 23:59,1.0,,,,
260,,Malaysia,1/27/20 23:59,4.0,,,,
261,Ontario,Canada,1/27/20 23:59,1.0,,,,
262,,Cambodia,1/27/20 23:59,1.0,,,,
263,,Sri Lanka,1/27/20 23:59,1.0,,,,
264,,Ivory Coast,1/27/20 23:59,1.0,,,,
265,New South Wales,Australia,1/27/20 23:59,4.0,,,,
266,Victoria,Australia,1/27/20 23:59,1.0,,,,
267,Hubei,Mainland China,1/28/20 23:00,3554.0,125.0,80.0,,
268,Guangdong,Mainland China,1/28/20 23:00,207.0,,4.0,,
269,Zhejiang,Mainland China,1/28/20 23:00,173.0,,3.0,,
270,Henan,Mainland China,1/28/20 23:00,168.0,1.0,,,
271,Hunan,Mainland China,1/28/20 23:00,143.0,,,,
272,Chongqing,Mainland China,1/28/20 23:00,132.0,,,,
273,Jiangxi,Mainland China,1/28/20 23:00,109.0,,3.0,,
274,Anhui,Mainland China,1/28/20 23:00,106.0,,,,
275,Shandong,Mainland China,1/28/20 23:00,95.0,,,,
276,Beijing,Mainland China,1/28/20 23:00,91.0,1.0,4.0,,
277,Sichuan,Mainland China,1/28/20 23:00,90.0,,,,
278,Fujian,Mainland China,1/28/20 23:00,80.0,,,,
279,Jiangsu,Mainland China,1/28/20 23:00,70.0,,1.0,,
280,Shanghai,Mainland China,1/28/20 23:00,66.0,1.0,4.0,,
281,Guangxi,Mainland China,1/28/20 23:00,51.0,,2.0,,
282,Shaanxi,Mainland China,1/28/20 23:00,46.0,,,,
283,Yunnan,Mainland China,1/28/20 23:00,44.0,,,,
284,Hainan,Mainland China,1/28/20 23:00,40.0,1.0,,,
285,Liaoning,Mainland China,1/28/20 23:00,34.0,,,,
286,Hebei,Mainland China,1/28/20 23:00,33.0,1.0,,,
287,Heilongjiang,Mainland China,1/28/20 23:00,33.0,1.0,,,
288,Shanxi,Mainland China,1/28/20 23:00,27.0,,,,
289,Tianjin,Mainland China,1/28/20 23:00,24.0,,,,
290,Gansu,Mainland China,1/28/20 23:00,19.0,,,,
291,Inner Mongolia,Mainland China,1/28/20 23:00,15.0,,,,
292,Ningxia,Mainland China,1/28/20 23:00,11.0,,,,
293,Xinjiang,Mainland China,1/28/20 23:00,10.0,,,,
294,Guizhou,Mainland China,1/28/20 23:00,9.0,,,,
295,Jilin,Mainland China,1/28/20 23:00,8.0,,,,
296,Taiwan,Taiwan,1/28/20 23:00,8.0,,,,
297,Hong Kong,Hong Kong,1/28/20 23:00,8.0,,,,
298,Macau,Macau,1/28/20 23:00,7.0,,,,
299,Qinghai,Mainland China,1/28/20 23:00,6.0,,,,
300,Washington,US,1/28/20 23:00,1.0,,,,
301,Illinois,US,1/28/20 23:00,1.0,,,,
302,California,US,1/28/20 23:00,2.0,,,,
303,Arizona,US,1/28/20 23:00,1.0,,,,
304,,Japan,1/28/20 23:00,7.0,,1.0,,
305,,Thailand,1/28/20 23:00,14.0,,5.0,,
306,,South Korea,1/28/20 23:00,4.0,,,,
307,,Singapore,1/28/20 23:00,7.0,,,,
308,,Vietnam,1/28/20 23:00,2.0,,,,
309,,France,1/28/20 23:00,4.0,,,,
310,,Nepal,1/28/20 23:00,1.0,,,,
311,,Malaysia,1/28/20 23:00,4.0,,,,
312,Ontario,Canada,1/28/20 23:00,1.0,,,,
313,British Columbia,Canada,1/28/20 23:00,1.0,,,,
314,,Cambodia,1/28/20 23:00,1.0,,,,
315,,Sri Lanka,1/28/20 23:00,1.0,,,,
316,New South Wales,Australia,1/28/20 23:00,4.0,,,,
317,Victoria,Australia,1/28/20 23:00,1.0,,,,
318,Bavaria,Germany,1/28/20 23:00,4.0,,,,
319,Hubei,Mainland China,1/29/20 19:30,3554.0,125.0,88.0,,
320,Zhejiang,Mainland China,1/29/20 19:30,296.0,,3.0,,
321,Guangdong,Mainland China,1/29/20 19:30,277.0,,5.0,,
322,Hunan,Mainland China,1/29/20 19:30,221.0,,,,
323,Henan,Mainland China,1/29/20 19:30,206.0,2.0,1.0,,
324,Anhui,Mainland China,1/29/20 19:30,152.0,,2.0,,
325,Chongqing,Mainland China,1/29/20 19:30,147.0,,1.0,,
326,Shandong,Mainland China,1/29/20 19:30,130.0,,1.0,,
327,Beijing,Mainland China,1/29/20 19:30,111.0,1.0,4.0,,
328,Jiangxi,Mainland China,1/29/20 19:30,109.0,,3.0,,
329,Sichuan,Mainland China,1/29/20 19:30,108.0,1.0,1.0,,
330,Jiangsu,Mainland China,1/29/20 19:30,99.0,,1.0,,
331,Shanghai,Mainland China,1/29/20 19:30,96.0,1.0,5.0,,
332,Fujian,Mainland China,1/29/20 19:30,84.0,,,,
333,Guangxi,Mainland China,1/29/20 19:30,58.0,,2.0,,
334,Shaanxi,Mainland China,1/29/20 19:30,56.0,,,,
335,Yunnan,Mainland China,1/29/20 19:30,55.0,,,,
336,Hebei,Mainland China,1/29/20 19:30,48.0,1.0,,,
337,Hainan,Mainland China,1/29/20 19:30,43.0,1.0,,,
338,Liaoning,Mainland China,1/29/20 19:30,39.0,,1.0,,
339,Heilongjiang,Mainland China,1/29/20 19:30,38.0,1.0,,,
340,Tianjin,Mainland China,1/29/20 19:30,27.0,,,,
341,Shanxi,Mainland China,1/29/20 19:30,27.0,,1.0,,
342,Gansu,Mainland China,1/29/20 19:30,24.0,,,,
343,Inner Mongolia,Mainland China,1/29/20 19:30,16.0,,,,
344,Xinjiang,Mainland China,1/29/20 19:30,13.0,,,,
345,Ningxia,Mainland China,1/29/20 19:30,12.0,,,,
346,Hong Kong,Hong Kong,1/29/20 19:30,10.0,,,,
347,Guizhou,Mainland China,1/29/20 19:30,9.0,,1.0,,
348,Jilin,Mainland China,1/29/20 19:30,9.0,,,,
349,Taiwan,Taiwan,1/29/20 19:30,8.0,,,,
350,Macau,Macau,1/29/20 19:30,7.0,,,,
351,Qinghai,Mainland China,1/29/20 19:30,6.0,,,,
352,Washington,US,1/29/20 19:30,1.0,,,,
353,Illinois,US,1/29/20 19:30,1.0,,,,
354,California,US,1/29/20 19:30,2.0,,,,
355,Arizona,US,1/29/20 19:30,1.0,,,,
356,,Japan,1/29/20 19:30,7.0,,1.0,,
357,,Thailand,1/29/20 19:30,14.0,,5.0,,
358,,South Korea,1/29/20 19:30,4.0,,,,
359,,Singapore,1/29/20 19:30,7.0,,,,
360,,Vietnam,1/29/20 19:30,2.0,,,,
361,,France,1/29/20 19:30,5.0,,,,
362,,Nepal,1/29/20 19:30,1.0,,,,
363,,Malaysia,1/29/20 19:30,7.0,,,,
364,Ontario,Canada,1/29/20 19:30,1.0,,,,
365,British Columbia,Canada,1/29/20 19:30,1.0,,,,
366,,Cambodia,1/29/20 19:30,1.0,,,,
367,,Sri Lanka,1/29/20 19:30,1.0,,,,
368,New South Wales,Australia,1/29/20 19:30,4.0,,,,
369,Victoria,Australia,1/29/20 19:30,1.0,,,,
370,Bavaria,Germany,1/29/20 19:30,4.0,,,,
371,,Finland,1/29/20 19:30,1.0,,,,
372,,United Arab Emirates,1/29/20 19:30,4.0,,,,
373,Hubei,Mainland China,1/30/20 16:00,4903.0,162.0,90.0,,
374,Zhejiang,Mainland China,1/30/20 16:00,428.0,,4.0,,
375,Guangdong,Mainland China,1/30/20 16:00,354.0,,10.0,,
376,Henan,Mainland China,1/30/20 16:00,278.0,2.0,2.0,,
377,Hunan,Mainland China,1/30/20 16:00,277.0,,2.0,,
378,Anhui,Mainland China,1/30/20 16:00,200.0,,2.0,,
379,Chongqing,Mainland China,1/30/20 16:00,182.0,,1.0,,
380,Jiangxi,Mainland China,1/30/20 16:00,162.0,,5.0,,
381,Shandong,Mainland China,1/30/20 16:00,158.0,,1.0,,
382,Sichuan,Mainland China,1/30/20 16:00,142.0,1.0,1.0,,
383,Jiangsu,Mainland China,1/30/20 16:00,129.0,,1.0,,
384,Beijing,Mainland China,1/30/20 16:00,114.0,1.0,4.0,,
385,Shanghai,Mainland China,1/30/20 16:00,112.0,1.0,5.0,,
386,Fujian,Mainland China,1/30/20 16:00,101.0,,,,
387,Guangxi,Mainland China,1/30/20 16:00,78.0,,2.0,,
388,Yunnan,Mainland China,1/30/20 16:00,70.0,,,,
389,Hebei,Mainland China,1/30/20 16:00,65.0,1.0,,,
390,Shaanxi,Mainland China,1/30/20 16:00,63.0,,,,
391,Hainan,Mainland China,1/30/20 16:00,46.0,1.0,1.0,,
392,Heilongjiang,Mainland China,1/30/20 16:00,44.0,2.0,,,
393,Liaoning,Mainland China,1/30/20 16:00,41.0,,1.0,,
394,Shanxi,Mainland China,1/30/20 16:00,35.0,,1.0,,
395,Tianjin,Mainland China,1/30/20 16:00,31.0,,,,
396,Gansu,Mainland China,1/30/20 16:00,26.0,,,,
397,Inner Mongolia,Mainland China,1/30/20 16:00,19.0,,,,
398,Ningxia,Mainland China,1/30/20 16:00,17.0,,,,
399,Jilin,Mainland China,1/30/20 16:00,14.0,,1.0,,
400,Xinjiang,Mainland China,1/30/20 16:00,14.0,,,,
401,Guizhou,Mainland China,1/30/20 16:00,12.0,,1.0,,
402,Hong Kong,Hong Kong,1/30/20 16:00,10.0,,,,
403,Taiwan,Taiwan,1/30/20 16:00,9.0,,,,
404,Qinghai,Mainland China,1/30/20 16:00,8.0,,,,
405,Macau,Macau,1/30/20 16:00,7.0,,,,
406,Tibet,Mainland China,1/30/20 16:00,1.0,,,,
407,Washington,US,1/30/20 16:00,1.0,,,,
408,Illinois,US,1/30/20 16:00,1.0,,,,
409,California,US,1/30/20 16:00,2.0,,,,
410,Arizona,US,1/30/20 16:00,1.0,,,,
411,,Japan,1/30/20 16:00,11.0,,1.0,,
412,,Thailand,1/30/20 16:00,14.0,,5.0,,
413,,South Korea,1/30/20 16:00,4.0,,,,
414,,Singapore,1/30/20 16:00,10.0,,,,
415,,Vietnam,1/30/20 16:00,2.0,,,,
416,,France,1/30/20 16:00,5.0,,,,
417,,Nepal,1/30/20 16:00,1.0,,,,
418,,Malaysia,1/30/20 16:00,8.0,,,,
419,Ontario,Canada,1/30/20 16:00,2.0,,,,
420,British Columbia,Canada,1/30/20 16:00,1.0,,,,
421,,Cambodia,1/30/20 16:00,1.0,,,,
422,,Sri Lanka,1/30/20 16:00,1.0,,,,
423,New South Wales,Australia,1/30/20 16:00,4.0,,2.0,,
424,Victoria,Australia,1/30/20 16:00,2.0,,,,
425,Queensland,Australia,1/30/20 16:00,3.0,,,,
426,Bavaria,Germany,1/30/20 16:00,4.0,,,,
427,,Finland,1/30/20 16:00,1.0,,,,
428,,United Arab Emirates,1/30/20 16:00,4.0,,,,
429,,Philippines,1/30/20 16:00,1.0,,,,
430,,India,1/30/20 16:00,1.0,,,,
431,Hubei,Mainland China,1/31/2020 23:59,5806.0,204.0,141.0,,
432,Zhejiang,Mainland China,1/31/2020 23:59,538.0,,14.0,,
433,Guangdong,Mainland China,1/31/2020 23:59,436.0,,11.0,,
434,Henan,Mainland China,1/31/2020 23:59,352.0,2.0,3.0,,
435,Hunan,Mainland China,1/31/2020 23:59,332.0,,2.0,,
436,Jiangxi,Mainland China,1/31/2020 23:59,240.0,,7.0,,
437,Anhui,Mainland China,1/31/2020 23:59,237.0,,3.0,,
438,Chongqing,Mainland China,1/31/2020 23:59,211.0,,1.0,,
439,Shandong,Mainland China,1/31/2020 23:59,184.0,,2.0,,
440,Sichuan,Mainland China,1/31/2020 23:59,177.0,1.0,1.0,,
441,Jiangsu,Mainland China,1/31/2020 23:59,168.0,,5.0,,
442,Beijing,Mainland China,1/31/2020 23:59,139.0,1.0,5.0,,
443,Shanghai,Mainland China,1/31/2020 23:59,135.0,1.0,9.0,,
444,Fujian,Mainland China,1/31/2020 23:59,120.0,,,,
445,Guangxi,Mainland China,1/31/2020 23:59,87.0,,2.0,,
